Animal,Date,Weeks Post Infection,Weeks Post Transplant,WBC (Thou/ul),RBC (mil/ul),HGB    (G/dl),HCT        (%),MCV        (fl),MCH       (pg),MCHC (g/dL),PLT (Thou/ul),RDW (%),MPV (fl),Neut (%),Lymph (%),Mono (%),Eos (%),Baso (%),Neut (Thou/ul),Lymph (Thou/ul),Mono (Thou/ul),Eos (Thou/ul),Baso (Thou/ul),CD2+      (%),CD4+ / CD8- (%),CD8+ / CD4- (%),CD4+ / CD8+ (%),CD20+    (%),CD3+      (%),CD4+ / CD3+ (%),CD8+ / CD3+ (%),CD8+ / CD3- (%),CD4+ / CCR5-        (%),CD4+ / CCR5+     (%),CD4- / CCR5+     (%),Total CCR5+     (%),CD2+ (Cells/ul),CD4+ / CD8- (Cells/ul),CD8+ / CD4- (Cells/ul),CD4+ / CD8+ (Cells/ul),CD20+ (Cells/ul),CD3+ (Cells/ul),CD4+ / CD3+ (Cells/ul),CD8+ / CD3+ (Cells/ul),CD8+ / CD3- (Cells/ul),CD4+ / CCR5-        (Cells/ul),CD4+ / CCR5+     (Cells/ul),CD4- / CCR5+      (Cells/ul),Total CCR5+       (Cells/ul)
Z09144,06/15/12,4.99,-49.88,8.4,5.16,10.3,32.7,63,20.0,31.5,223,14.3,9.3,64.5,27.4,6.9,0.5,0.7,5.4,2.3,0.6,0.0,0.1,82.7,47.8,30.9,0.9,16.0,75.7,48.5,24.6,7.4,-,-,-,-,1903,1100,711,21,368,1742,1116,566,170,-,-,-,-
Z09144,06/22/12,5.99,-48.89,5.2,5.01,10.1,31.8,63,20.2,31.8,190,13.6,54.3,35.9,35.9,7.3,1.7,0.8,1.9,1.9,0.4,0.1,0.0,82.1,42.2,36.2,1.2,16.8,75.0,42.9,29.8,7.8,-,-,-,-,1533,788,676,22,314,1400,801,556,146,-,-,-,-
Z09144,06/29/12,7.01,-47.87,7.7,5.23,10.4,32.9,63,20.0,31.7,524,12.9,7.7,60.1,29.3,8.9,1.0,0.7,4.6,2.3,0.7,0.1,0.1,80.9,44.5,33.3,0.9,17.4,76.7,45.2,29.3,5.1,-,-,-,-,1825,1004,751,20,393,1730,1020,661,115,-,-,-,-
Z09144,07/06/12,8.00,-46.87,5.5,5.04,10.1,31.8,63,20.1,31.8,505,13.3,7.9,48.9,37.6,9.1,3.8,0.6,2.7,2.1,0.5,0.2,0.0,79.7,36.9,38.3,1.0,19.0,69.9,37.3,30.3,9.1,-,-,-,-,1648,763,792,21,393,1446,771,627,188,-,-,-,-
Z09144,07/13/12,9.00,-45.87,7.0,4.87,9.8,31.1,64,20.1,31.5,385,12.8,8.3,67.9,23.1,7.0,1.3,0.7,4.8,1.6,0.5,0.1,0.0,75.4,37.2,34.9,0.9,23.2,68.9,37.9,27.8,8.4,-,-,-,-,1219,602,564,15,375,1114,613,450,136,-,-,-,-
Z09144,07/20/12,9.99,-44.89,8.1,5.11,10.1,32.2,63,19.8,31.5,419,12.7,8.2,62.7,23.6,12.3,0.8,0.6,5.1,1.9,1.0,0.1,0.0,81.1,40.0,37.2,1.2,18.4,74.3,40.9,31.0,7.6,-,-,-,-,1550,765,711,23,352,1420,782,593,145,-,-,-,-
Z09144,07/27/12,11.01,-43.87,9.6,4.82,9.4,30.2,63,19.6,31.2,318,13.0,9.2,55.2,33.3,10.5,0.4,0.6,5.3,3.2,1.0,0.0,0.1,71.6,29.2,38.9,0.9,26.7,60.6,30.1,27.5,12.3,-,-,-,-,2289,933,1244,29,854,1937,962,879,393,-,-,-,-
Z09144,08/03/12,12.00,-42.88,8.8,4.86,9.5,30.4,63,19.5,31.2,536,13.2,8.2,61.6,26.7,9.9,0.9,0.9,5.4,2.3,0.9,0.1,0.1,72.6,29.3,36.9,0.7,25.4,59.0,29.4,25.6,12.0,-,-,-,-,1706,688,867,16,597,1386,691,601,282,-,-,-,-
Z09144,08/10/12,13.00,-41.88,7.1,4.98,9.8,30.9,62,19.6,31.6,265,12.3,8.7,54.0,34.3,9.9,1.1,0.7,3.8,2.4,0.7,0.1,0.0,66.3,29.6,34.6,0.9,30.4,57.3,30.3,24.7,11.0,-,-,-,-,1615,721,843,22,740,1395,738,602,268,-,-,-,-
Z09144,08/17/12,14.00,-40.87,6.3,5.02,9.9,31.6,63,19.7,31.3,516,11.8,8.3,40.0,44.4,11.2,3.7,0.7,2.5,2.8,0.7,0.2,0.0,68.0,26.8,39.3,1.1,30.1,57.4,27.8,27.2,13.2,-,-,-,-,1902,750,1099,31,842,1606,778,761,369,-,-,-,-
Z09144,08/24/12,14.99,-39.89,8.4,5.23,10.3,33.3,64,19.6,30.8,248,11.7,9.2,54.0,34.8,9.4,1.2,0.6,4.5,2.9,0.8,0.1,0.1,73.1,26.2,43.2,1.3,25.2,56.4,27.0,27.5,17.2,-,-,-,-,2137,766,1263,38,737,1649,789,804,503,-,-,-,-
Z09144,09/07/12,16.99,-37.89,6.5,5.45,10.4,34.4,63,19.1,30.3,520,11.4,7.4,59.5,28.4,10.8,0.6,0.7,3.9,1.8,0.7,0.0,0.0,61.5,31.5,29.4,0.8,33.3,57.0,32.2,22.1,7.7,-,-,-,-,1135,581,543,15,615,1052,594,408,142,-,-,-,-
Z09144,09/21/12,18.99,-35.89,7.6,5.50,10.5,35.2,64,19.1,29.9,234,12.3,9.0,62.1,29.5,7.0,0.8,0.6,4.7,2.2,0.5,0.1,0.0,65.5,23.5,39.4,1.1,33.1,50.0,24.6,22.1,18.5,-,-,-,-,1469,527,883,25,742,1121,552,495,415,-,-,-,-
Z09144,10/05/12,20.99,-33.89,5.4,5.42,10.6,34.6,64,19.6,30.8,391,13.1,7.8,53.2,37.1,7.6,1.1,1.0,2.9,2.0,0.4,0.1,0.1,61.2,24.4,33.5,0.8,37.8,43.4,25.2,18.8,14.7,-,-,-,-,1226,489,671,16,757,869,505,377,294,-,-,-,-
Z09144,10/12/12,22.01,-32.86,6.0,5.28,10.5,33.8,64,19.9,31.0,415,13.0,7.6,54.5,33.5,7.9,3.6,0.5,3.3,2.0,0.5,0.2,0.0,60.7,22.6,36.1,0.6,37.0,41.8,23.2,16.5,20.3,-,-,-,-,1220,454,726,12,744,840,466,332,408,-,-,-,-
Z09144,10/26/12,24.02,-30.85,6.1,5.00,9.7,31.6,63,19.3,30.6,677,12.7,7.0,64.4,27.3,7.4,0.5,0.4,3.9,1.7,0.5,0.0,0.0,55.6,19.4,36.0,0.6,41.4,37.5,20.0,15.8,20.8,-,-,-,-,926,323,600,10,689,624,333,263,346,-,-,-,-
Z09144,11/09/12,26.02,-28.85,6.5,5.49,11.0,35.0,64,20.0,31.4,604,12.3,7.2,59.9,29.9,8.6,1.1,0.5,3.9,1.9,0.6,0.1,0.0,61.3,19.9,40.9,1.1,36.4,38.1,21.0,16.1,26.0,-,-,-,-,1191,387,795,21,707,740,408,313,505,-,-,-,-
Z09144,11/21/12,27.71,-27.16,7.7,5.47,10.8,35.2,64,19.8,30.8,405,12.1,7.2,41.8,42.1,7.1,8.5,0.5,3.2,3.2,0.5,0.7,0.0,65.4,24.2,37.0,1.2,34.5,47.6,25.4,20.9,18.2,-,-,-,-,2120,784,1199,39,1118,1543,823,678,590,-,-,-,-
Z09144,11/26/12,28.44,-26.43,7.1,5.22,10.4,34.0,65,19.9,30.5,506,13.2,7.6,51.3,35.6,8.5,4.1,0.5,3.6,2.5,0.6,0.3,0.0,62.7,19.2,42.5,1.2,34.7,40.8,20.4,19.8,23.9,-,-,-,-,1585,485,1074,30,877,1031,516,500,604,-,-,-,-
Z09144,11/29/12,28.86,-26.02,5.9,4.61,9.3,30.1,65,20.0,30.7,408,11.8,7.0,56.7,31.2,8.5,3.1,0.5,3.3,1.8,0.5,0.2,0.0,66.6,25.0,38.1,1.0,33.4,48.2,26.1,20.6,18.5,-,-,-,-,1226,460,701,18,615,887,480,379,341,-,-,-,-
Z09144,12/07/12,30.00,-24.87,5.1,5.12,10.1,33.1,65,19.8,30.6,811,11.8,7.7,32.8,56.5,8.6,1.5,0.6,1.7,2.9,0.4,0.1,0.0,74.7,29.7,40.4,2.3,25.2,56.8,32.0,25.0,17.7,-,-,-,-,2152,856,1164,66,726,1637,922,720,510,-,-,-,-
Z09144,12/14/12,31.00,-23.88,5.9,5.18,10.5,32.8,63,20.2,31.9,564,11.8,8.3,56.0,35.3,7.6,0.6,0.5,3.3,2.1,0.4,0.0,0.0,76.3,26.2,43.9,0.9,23.5,46.7,27.1,18.3,27.7,-,-,-,-,1589,546,914,19,489,973,564,381,577,-,-,-,-
Z09144,12/21/12,32.01,-22.87,7.8,5.11,10.5,32.4,63,20.5,32.2,746,11.7,7.4,58.9,33.1,6.6,0.8,0.6,4.6,2.6,0.5,0.1,0.0,76.6,29.4,41.1,0.9,23.2,48.1,30.1,16.5,25.9,-,-,-,-,1978,759,1061,23,599,1242,777,426,669,-,-,-,-
Z09144,12/28/12,33.00,-21.88,4.8,5.13,10.3,32.7,64,20.1,31.6,678,12.2,7.6,42.4,47.5,8.4,1.2,0.5,2.0,2.3,0.4,0.1,0.0,74.5,33.5,35.9,1.2,25.5,55.5,34.7,18.9,17.5,-,-,-,-,1699,764,819,27,581,1265,791,431,399,-,-,-,-
Z09144,01/04/13,34.01,-20.86,5.4,5.16,10.4,33.1,64,20.2,31.4,428,12.0,8.4,44.5,44.7,8.5,1.8,0.5,2.4,2.4,0.5,0.1,0.0,75.7,32.0,41.1,1.4,22.0,54.9,33.3,19.7,22.9,-,-,-,-,1827,772,992,34,531,1325,804,476,553,-,-,-,-
Z09144,01/11/13,35.02,-19.86,6.0,5.29,10.9,34.3,65,20.5,31.7,696,12.0,7.4,43.3,47.6,7.4,1.1,0.6,2.6,2.9,0.4,0.1,0.0,79.2,36.0,42.3,1.3,19.5,58.7,37.2,20.1,23.5,-,-,-,-,2262,1028,1208,37,557,1676,1062,574,671,-,-,-,-
Z09144,01/18/13,35.99,-18.88,5.7,5.39,11.1,34.6,64,20.6,32.0,531,11.2,8.3,51.5,41.1,5.8,1.0,0.6,2.9,2.3,0.3,0.1,0.0,81.8,37.1,41.4,1.6,18.0,59.1,38.8,19.7,22.6,-,-,-,-,1916,869,970,37,422,1385,909,462,529,-,-,-,-
Z09144,01/25/13,36.99,-17.88,4.4,5.21,10.8,33.5,64,20.8,32.4,673,11.2,7.2,41.2,51.8,5.5,0.9,0.6,1.8,2.3,0.2,0.0,0.0,76.3,40.7,33.3,1.0,23.5,62.0,41.8,18.8,16.1,-,-,-,-,1739,928,759,23,536,1413,953,428,367,-,-,-,-
Z09144,02/01/13,38.01,-16.86,3.4,5.06,10.3,32.4,64,20.4,31.9,708,12.1,7.3,44.6,47.9,6.0,1.1,0.4,1.5,1.6,0.2,0.0,0.0,74.8,40.5,33.8,0.8,23.3,61.5,41.3,17.8,16.8,-,-,-,-,1218,660,550,13,379,1002,673,290,274,-,-,-,-
Z09144,02/08/13,39.01,-15.87,6.5,5.41,10.9,34.7,64,20.1,31.3,771,12.0,7.3,36.7,54.5,5.5,2.8,0.5,2.4,3.5,0.4,0.2,0.0,78.5,39.5,37.9,2.8,20.1,66.8,42.2,25.4,15.2,-,-,-,-,2781,1399,1343,99,712,2366,1495,900,538,-,-,-,-
Z09144,02/15/13,39.99,-14.88,5.4,4.99,10.3,32.4,65,20.7,31.9,635,12.7,7.2,43.3,47.9,7.2,1.0,0.6,2.3,2.6,0.4,0.1,0.0,82.5,39.1,39.2,1.2,17.5,60.9,40.5,19.4,21.0,-,-,-,-,2134,1011,1014,31,453,1575,1048,502,543,-,-,-,-
Z09144,02/22/13,41.01,-13.86,5.2,5.28,10.9,34.0,64,20.7,32.1,763,11.7,7.3,50.0,41.9,6.2,0.8,1.1,2.6,2.2,0.3,0.0,0.1,76.7,39.4,34.6,1.1,19.2,60.0,40.5,18.0,17.8,-,-,-,-,1671,858,754,24,418,1307,882,392,388,-,-,-,-
Z09144,03/01/13,42.00,-12.87,8.0,5.26,11.0,34.4,65,20.8,31.9,772,11.6,7.4,50.8,41.5,6.1,1.0,0.6,4.1,3.3,0.5,0.1,0.0,80.8,39.1,40.2,1.8,15.2,62.9,40.8,21.2,20.7,-,-,-,-,2683,1298,1335,60,505,2088,1355,704,687,-,-,-,-
Z09144,03/08/13,43.00,-11.87,3.9,5.06,10.6,33.2,66,20.9,31.8,685,12.0,7.3,42.7,48.9,4.8,3.1,0.5,1.7,1.9,0.2,0.1,0.0,76.0,38.2,35.5,1.0,23.8,61.4,39.4,20.3,16.2,-,-,-,-,1449,729,677,19,454,1171,751,387,309,-,-,-,-
Z09144,03/22/13,44.99,-9.88,7.2,5.35,11.1,34.8,65,20.8,32.0,687,11.6,7.2,37.4,53.4,6.3,2.3,0.6,2.7,3.8,0.5,0.2,0.0,80.8,44.2,33.9,1.9,18.1,70.1,46.1,23.8,12.0,-,-,-,-,3107,1699,1303,73,696,2695,1772,915,461,-,-,-,-
Z09144,04/05/13,47.01,-7.87,8.1,5.33,11.3,34.9,65,21.3,32.5,617,11.6,7.4,37.6,51.4,7.9,2.5,0.6,3.0,4.2,0.6,0.2,0.0,52.5,43.3,36.5,1.6,15.9,67.7,44.9,22.0,16.2,-,-,-,-,2186,1803,1520,67,662,2819,1869,916,674,-,-,-,-
Z09144,04/19/13,49.01,-5.86,5.7,5.56,11.6,35.7,64,20.8,32.5,625,12.0,7.6,34.7,54.9,7.3,2.6,0.5,2.0,3.1,0.4,0.1,0.0,80.2,38.4,39.7,1.5,17.8,60.2,39.8,19.4,21.8,-,-,-,-,2510,1202,1242,47,557,1884,1245,607,682,-,-,-,-
Z09144,05/30/13,54.88,0.00,3.4,5.06,10.6,31.8,63,21.0,33.4,228,13.3,9.0,79.6,6.7,12.3,1.0,0.4,2.7,0.2,0.4,0.0,0.0,82.6,26.9,50.5,4.2,1.2,46.4,30.9,16.9,37.8,-,-,-,-,188,61,115,10,3,106,70,38,86,-,-,-,-
Z09144,06/07/13,56.00,1.12,0.4,4.57,9.4,28.2,62,20.6,33.4,23,12.8,6.5,32.0,36.0,32.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,97.3,13.7,80.5,3.2,0.1,31.7,16.8,17.5,66.2,14.2,2.7,7.9,10.6,140,20,116,5,0,46,24,25,95,20,4,11,15
Z09144,06/14/13,57.01,2.13,2.5,5.38,11.1,34.2,64,20.7,32.5,49,13.4,9.1,76.0,11.0,13.0,0.0,0.0,1.9,0.3,0.3,0.0,0.0,92.8,45.4,43.3,3.6,0.2,80.3,49.0,34.0,12.9,40.6,8.4,9.5,17.8,255,125,119,10,1,221,135,94,35,112,23,26,49
Z09144,06/21/13,58.01,3.13,5.3,4.98,10.3,31.1,63,20.8,33.2,58,13.3,9.5,85.0,11.0,4.0,0.0,0.0,4.5,0.6,0.2,0.0,0.0,90.4,24.6,63.7,2.5,1.0,76.0,27.0,49.8,16.3,17.5,9.5,31.8,41.2,527,143,371,15,6,443,157,290,95,102,55,185,240
Z09144,07/05/13,60.00,5.13,3.3,3.37,8.1,23.1,68,23.9,34.9,190,13.8,7.3,39.9,47.7,11.4,0.5,0.5,1.3,1.6,0.4,0.0,0.0,80.6,7.9,74.0,0.8,10.9,70.1,8.6,60.6,14.2,3.8,4.9,40.6,45.5,1269,124,1165,13,172,1103,135,954,224,60,77,639,716
Z09144,07/19/13,62.00,7.13,4.0,3.59,9.2,27.0,75,25.6,34.0,292,13.8,7.3,32.1,50.0,16.3,0.7,0.9,1.3,2.0,0.7,0.0,0.0,77.5,11.0,65.7,1.1,20.7,52.9,11.9,41.6,25.3,5.8,6.3,20.8,27.0,1550,220,1314,22,414,1058,238,832,506,116,126,416,540
Z09144,07/25/13,62.83,7.95,4.9,3.79,9.2,27.6,73,24.2,33.2,332,12.9,7.3,39.8,41.8,16.5,1.0,0.9,2.0,2.0,0.8,0.0,0.0,74.0,13.0,58.0,0.8,25.7,44.8,13.7,31.7,27.1,6.4,7.5,16.6,24.1,1516,266,1188,16,526,918,281,649,555,131,154,340,494
Z09144,08/02/13,64.01,9.14,3.9,4.03,9.3,28.7,71,23.0,32.3,403,12.6,7.3,29.1,53.4,16.0,0.4,1.1,1.1,2.1,0.6,0.0,0.0,63.6,11.8,52.6,1.2,32.8,31.4,12.9,18.5,35.2,6.3,6.7,10.4,17.0,1325,246,1095,25,683,654,269,385,733,131,140,217,354
Z09144,08/09/13,65.02,10.14,5.0,4.40,9.9,30.7,70,22.6,32.4,318,11.8,8.2,35.8,46.6,16.2,0.5,0.9,1.8,2.3,0.8,0.0,0.0,65.6,12.3,53.7,0.8,30.5,31.3,13.1,17.8,36.8,8.3,4.9,7.3,12.1,1528,287,1251,19,711,729,305,415,857,193,114,170,282
Z09144,08/16/13,66.02,11.14,5.9,4.58,10.1,31.4,69,22.1,32.1,418,11.7,7.4,15.1,63.8,19.6,0.3,1.2,0.9,3.8,1.2,0.0,0.1,74.5,13.2,60.0,1.8,20.2,38.0,15.1,22.6,39.2,6.0,9.1,15.1,24.2,2804,497,2259,68,760,1430,568,851,1476,226,343,568,911
Z09144,08/23/13,67.00,12.13,5.2,4.63,10.3,31.0,67,22.2,33.1,443,11.8,7.3,26.3,58.2,14.2,0.4,0.9,1.4,3.0,0.7,0.0,0.0,78.9,16.5,55.2,1.9,20.9,41.3,18.2,24.7,32.3,13.1,5.3,7.6,12.9,2388,499,1671,58,633,1250,551,748,978,396,160,230,390
Z09144,08/30/13,68.00,13.13,5.9,4.69,10.2,31.0,66,21.7,32.8,487,12.1,7.3,20.7,63.2,13.3,0.6,2.2,1.2,3.7,0.8,0.0,0.1,77.1,18.1,53.7,1.9,23.0,42.7,19.8,24.6,31.0,9.9,10.1,12.4,22.5,2875,675,2002,71,858,1592,738,917,1156,369,377,462,839
Z09144,09/06/13,69.01,14.14,5.3,4.70,9.9,31.3,67,21.2,31.8,292,12.2,8.4,34.5,51.5,13.1,0.6,0.3,1.8,2.7,0.7,0.0,0.0,65.5,17.1,46.2,2.2,29.7,37.1,19.1,18.3,30.0,13.6,5.7,6.3,12.0,1788,467,1261,60,811,1013,521,499,819,371,156,172,328
Z09144,10/04/13,73.00,18.12,4.4,4.88,10.4,32.8,67,21.2,31.6,704,11.8,6.8,35.7,47.2,16.1,0.5,0.5,1.6,2.1,0.7,0.0,0.0,61.5,19.1,36.4,0.5,38.7,32.0,19.5,11.9,24.8,11.6,8.1,8.4,16.5,1277,397,756,10,804,665,405,247,515,241,168,174,343
Z09144,10/11/13,74.00,19.13,4.6,4.60,9.8,30.4,66,21.3,32.2,695,11.1,6.9,24.9,58.3,15.3,0.8,0.7,1.1,2.7,0.7,0.0,0.0,68.4,24.2,38.7,0.3,31.7,40.8,24.6,15.4,22.4,14.5,10.4,9.1,19.4,1834,649,1038,8,850,1094,660,413,601,389,279,244,520
Z09144,10/18/13,75.00,20.13,4.2,4.47,9.7,29.2,65,21.6,33.1,647,11.3,7.0,29.3,57.8,11.8,0.5,0.6,1.2,2.4,0.5,0.0,0.0,72.6,21.5,43.0,1.0,27.0,35.1,22.3,12.5,31.4,16.3,6.3,5.8,12.0,1762,522,1044,24,655,852,541,303,762,396,153,141,291
Z09144,10/25/13,76.00,21.13,3.4,4.90,10.4,32.3,66,21.3,32.2,631,11.3,7.3,26.6,57.6,14.5,0.6,0.7,0.9,2.0,0.5,0.0,0.0,74.6,19.1,42.7,0.6,25.1,29.6,19.7,9.0,33.3,13.4,6.3,6.8,13.1,1461,374,836,12,492,580,386,176,652,262,123,133,257
Z09144,11/01/13,77.01,22.13,5.4,5.03,10.8,33.0,66,21.4,32.6,663,11.2,7.4,29.1,56.6,12.9,0.7,0.7,1.6,3.1,0.7,0.0,0.0,68.9,27.3,33.2,0.5,30.8,43.6,27.7,15.1,18.4,19.2,8.7,8.0,16.6,2106,834,1015,15,941,1333,847,462,562,587,266,245,507
Z09144,11/08/13,78.00,23.13,5.4,5.00,10.6,32.8,66,21.3,32.4,645,11.4,7.4,26.1,59.6,11.8,1.9,0.6,1.4,3.2,0.6,0.1,0.0,77.7,24.1,42.7,0.5,22.2,38.5,24.4,13.4,29.3,17.3,7.4,7.5,14.8,2501,776,1374,16,714,1239,785,431,943,557,238,241,476
Z09144,11/15/13,79.01,24.13,5.7,5.03,10.7,33.1,66,21.3,32.4,694,11.5,7.4,29.7,59.2,9.3,1.2,0.6,1.7,3.4,0.5,0.1,0.0,74.3,23.4,42.4,0.4,25.2,36.5,23.5,12.1,29.8,18.4,5.5,6.1,11.6,2507,790,1431,13,850,1232,793,408,1006,621,186,206,391
Z09144,11/22/13,80.00,25.13,4.7,5.09,10.3,33.2,65,20.3,31.1,598,11.3,7.6,34.9,49.9,14.1,0.6,0.5,1.6,2.3,0.7,0.0,0.0,78.3,36.7,32.9,0.6,21.4,54.8,37.2,16.7,16.4,30.8,6.6,5.7,12.3,1836,861,772,14,502,1285,872,392,385,722,155,134,288
Z09144,12/06/13,81.99,27.12,5.4,5.01,10.4,32.9,66,20.7,31.5,661,11.8,7.3,41.4,45.9,9.5,2.5,0.7,2.2,2.5,0.5,0.1,0.0,74.2,19.0,44.5,0.3,25.3,40.1,19.2,19.4,24.8,17.1,2.2,7.7,9.9,1839,471,1103,7,627,994,476,481,615,424,55,191,245
Z09144,12/13/13,83.00,28.13,4.7,5.06,10.4,33.1,66,20.5,31.3,612,11.6,7.6,38.7,48.8,10.3,1.5,0.7,1.8,2.3,0.5,0.1,0.0,77.4,21.2,45.3,1.5,22.3,40.9,22.6,18.1,28.1,11.2,11.7,8.3,20.0,1775,486,1039,34,511,938,518,415,645,257,268,190,459
Z09144,12/27/13,85.02,30.14,6.4,5.42,11.1,35.4,65,20.5,31.5,616,11.1,7.7,52.0,30.0,17.0,1.0,0.0,3.3,1.9,1.1,0.1,0.0,71.0,10.8,61.0,0.9,22.8,23.5,11.8,11.1,50.8,7.9,3.9,5.7,9.6,1363,207,1171,17,438,451,227,213,975,152,75,109,184
Z09144,01/03/14,85.99,31.12,4.9,5.19,10.4,33.6,65,20.0,30.9,701,11.3,8.1,45.1,42.4,11.6,0.5,0.4,2.2,2.1,0.6,0.0,0.0,79.1,15.7,59.3,1.8,19.7,37.1,17.4,20.5,40.4,17.0,0.6,2.5,3.1,1643,326,1232,37,409,771,362,426,839,353,12,52,64
Z09144,01/10/14,87.01,32.13,6.3,4.99,10.2,32.5,65,20.4,31.4,686,11.9,7.4,58.9,32.6,7.0,1.1,0.4,3.7,2.1,0.4,0.1,0.0,75.8,14.6,58.9,2.3,24.7,36.4,16.8,20.7,40.3,11.8,5.1,10.3,15.4,1557,300,1210,47,507,748,345,425,828,242,105,212,316
Z09144,01/17/14,88.02,33.14,5.7,5.16,10.4,33.9,66,20.2,30.8,503,12.1,7.3,54.0,34.7,9.9,0.9,0.5,3.1,2.0,0.6,0.1,0.0,72.3,15.3,55.0,2.3,25.4,35.9,17.5,19.0,38.2,14.8,2.7,5.5,8.2,1430,303,1088,45,502,710,346,376,756,293,53,109,162
Z09144,01/24/14,89.00,34.13,3.9,5.28,10.7,34.4,65,20.3,31.2,439,11.4,7.7,43.9,44.3,9.6,1.3,0.9,1.7,1.7,0.4,0.1,0.0,76.8,18.3,53.6,3.5,22.8,46.3,21.7,26.6,30.2,12.7,9.2,10.5,19.7,1327,316,926,60,394,800,375,460,522,219,159,181,340
