Animal,Date,Weeks Post Infection,Weeks Post Transplant,WBC (Thou/ul),RBC (mil/ul),HGB    (G/dl),HCT        (%),MCV        (fl),MCH       (pg),MCHC (g/dL),PLT (Thou/ul),RDW (%),MPV (fl),Neut (%),Lymph (%),Mono (%),Eos (%),Baso (%),Neut (Thou/ul),Lymph (Thou/ul),Mono (Thou/ul),Eos (Thou/ul),Baso (Thou/ul),CD2+      (%),CD4+ / CD8- (%),CD8+ / CD4- (%),CD4+ / CD8+ (%),CD20+    (%),CD3+      (%),CD4+ / CD3+ (%),CD8+ / CD3+ (%),CD8+ / CD3- (%),CD4+ / CCR5-        (%),CD4+ / CCR5+     (%),CD4- / CCR5+     (%),Total CCR5+     (%),CD2+ (Cells/ul),CD4+ / CD8- (Cells/ul),CD8+ / CD4- (Cells/ul),CD4+ / CD8+ (Cells/ul),CD20+ (Cells/ul),CD3+ (Cells/ul),CD4+ / CD3+ (Cells/ul),CD8+ / CD3+ (Cells/ul),CD8+ / CD3- (Cells/ul),CD4+ / CCR5-        (Cells/ul),CD4+ / CCR5+     (Cells/ul),CD4- / CCR5+      (Cells/ul),Total CCR5+       (Cells/ul)
Z09125,02/01/13,6.91,-49.86,6.8,5.88,11.1,35.4,60,18.8,31.3,430,12.4,7.8,53.0,36.3,7.2,2.9,0.6,3.6,2.5,0.5,0.2,0.0,71.6,32.2,38.2,1.2,25.9,66.1,33.3,31.3,8.1,-,-,-,-,1767,795,943,30,639,1632,822,773,200,-,-,-,-
Z09125,02/08/13,8.01,-48.76,4.9,6.15,11.6,36.9,60,18.8,31.3,457,12.7,7.7,48.2,40.6,6.4,4.2,0.6,2.4,2.0,0.3,0.2,0.0,74.0,32.9,37.1,1.6,23.2,62.9,34.5,28.0,10.7,-,-,-,-,1472,655,738,32,462,1251,686,557,213,-,-,-,-
Z09125,02/15/13,8.99,-47.78,6.9,5.99,11.3,35.9,60,18.8,31.3,433,12.7,7.7,61.2,29.0,5.9,3.3,0.6,4.2,2.0,0.4,0.2,0.0,77.1,32.8,38.9,1.2,22.5,67.4,34.1,31.9,8.2,-,-,-,-,1543,656,778,24,450,1349,682,638,164,-,-,-,-
Z09125,02/22/13,10.01,-46.76,5.4,6.07,11.6,36.0,59,19.1,32.3,422,12.0,7.2,59.7,31.3,5.9,1.6,1.5,3.2,1.7,0.3,0.1,0.1,70.7,30.1,36.0,1.1,26.5,59.9,31.2,26.6,10.5,-,-,-,-,1195,509,608,19,448,1012,527,450,177,-,-,-,-
Z09125,02/28/13,10.85,-45.91,7.2,5.77,10.9,34.4,60,19.0,31.8,410,12.3,7.9,64.5,28.2,4.9,1.8,0.6,4.6,2.0,0.4,0.1,0.0,73.2,33.8,35.6,1.0,26.4,64.9,34.8,28.4,8.2,-,-,-,-,1486,686,723,20,536,1318,707,577,166,-,-,-,-
Z09125,03/08/13,12.00,-44.77,6.0,5.85,10.9,34.4,59,18.7,31.7,487,11.5,7.8,58.6,33.5,5.5,1.9,0.5,3.5,2.0,0.3,0.1,0.0,74.2,33.6,38.4,1.1,25.6,66.1,34.7,30.1,9.4,-,-,-,-,1491,675,772,22,515,1329,697,605,189,-,-,-,-
Z09125,03/15/13,12.99,-43.78,4.6,6.02,11.3,35.3,59,18.8,32.1,459,11.9,7.4,31.2,56.2,8.7,3.3,0.6,1.4,2.6,0.4,0.2,0.0,78.9,33.9,41.0,1.4,21.0,71.6,35.3,34.8,7.7,-,-,-,-,2040,876,1060,36,543,1851,913,900,199,-,-,-,-
Z09125,03/22/13,13.99,-42.78,5.4,5.93,11.1,35.2,59,18.8,31.6,427,11.5,7.7,38.2,52.4,6.0,2.9,0.5,2.1,2.8,0.3,0.2,0.0,78.7,32.4,43.4,1.3,21.2,71.5,33.7,36.2,8.5,-,-,-,-,2227,917,1228,37,600,2023,954,1024,241,-,-,-,-
Z09125,03/29/13,14.99,-41.77,4.3,5.93,11.3,34.8,59,19.1,32.5,331,12.3,7.0,42.1,46.8,6.8,3.6,0.7,1.8,2.0,0.3,0.2,0.0,73.9,36.5,33.7,1.1,25.7,68.2,37.7,28.5,6.3,-,-,-,-,1487,735,678,22,517,1372,759,574,127,-,-,-,-
Z09125,04/12/13,17.02,-39.75,7.5,5.89,11.3,34.9,59,19.1,32.2,464,11.8,7.7,54.8,33.7,6.8,4.1,0.6,4.1,2.5,0.5,0.3,0.0,72.4,34.9,34.7,1.3,24.7,65.9,36.1,27.6,8.4,-,-,-,-,1830,882,877,33,624,1666,912,698,212,-,-,-,-
Z09125,04/26/13,19.00,-37.77,8.1,6.14,11.6,36.3,59,19.0,32.1,399,12.4,6.8,53.9,35.4,7.7,2.2,0.8,4.4,2.9,0.6,0.2,0.1,77.1,33.8,39.7,1.3,22.5,69.3,35.0,32.6,8.3,-,-,-,-,2211,969,1138,37,645,1987,1004,935,238,-,-,-,-
Z09125,05/10/13,21.01,-35.75,5.8,5.98,11.4,35.3,59,19.0,32.2,396,12.2,7.2,40.5,42.8,6.7,9.6,0.4,2.3,2.5,0.4,0.6,0.0,76.5,34.8,39.4,1.7,20.5,69.3,36.5,31.2,9.8,-,-,-,-,1899,864,978,42,509,1720,906,775,243,-,-,-,-
Z09125,05/24/13,23.01,-33.76,6.9,5.97,11.5,35.7,60,19.3,32.3,411,12.4,7.4,53.5,35.2,7.7,3.0,0.6,3.7,2.4,0.5,0.2,0.0,72.1,33.9,39.2,1.3,23.1,68.1,35.2,30.9,4.6,-,-,-,-,1751,823,952,32,561,1654,855,750,112,-,-,-,-
Z09125,06/07/13,25.00,-31.77,7.2,5.94,11.6,35.8,60,19.6,32.5,477,12.6,7.3,43.8,45.3,8.8,1.5,0.6,3.2,3.3,0.6,0.1,0.0,69.5,30.8,40.7,1.5,26.7,65.3,32.2,31.1,11.0,29.6,2.7,14.5,17.2,2267,1005,1327,49,871,2130,1050,1014,359,965,88,473,561
Z09125,06/14/13,26.01,-30.76,4.9,5.54,10.7,33.0,60,19.3,32.4,445,12.3,7.3,37.6,51.9,8.2,1.8,0.5,1.8,2.5,0.4,0.1,0.0,68.8,33.2,38.7,1.0,30.2,65.5,34.1,29.2,10.5,31.9,2.3,9.2,11.5,1750,844,984,25,768,1666,867,743,267,811,58,234,292
Z09125,06/20/13,26.86,-29.91,4.7,5.47,10.6,32.8,60,19.4,32.4,436,12.5,7.3,24.1,62.6,8.4,4.0,0.9,1.1,2.9,0.4,0.2,0.0,72.7,34.4,39.7,2.7,25.1,68.2,37.0,31.7,10.7,32.2,4.8,10.6,15.4,2139,1012,1168,79,738,2007,1089,933,315,947,141,312,453
Z09125,07/05/13,29.00,-27.77,4.3,5.75,11.3,34.7,60,19.6,32.5,408,12.1,7.4,37.7,48.1,6.5,7.3,0.4,1.6,2.1,0.3,0.3,0.0,77.6,34.5,42.0,1.6,16.2,70.6,36.0,33.3,10.6,32.2,3.9,13.5,17.4,1605,714,869,33,335,1460,745,689,219,666,81,279,360
Z09125,07/12/13,30.00,-26.76,4.5,5.91,11.7,35.8,61,19.8,32.7,472,12.2,7.3,42.9,47.4,6.9,2.5,0.3,1.9,2.1,0.3,0.1,0.0,76.0,35.6,41.0,1.3,21.4,70.2,36.9,31.4,11.0,34.0,2.9,12.3,15.1,1621,759,875,28,456,1497,787,670,235,725,62,262,322
Z09125,07/19/13,31.00,-25.77,3.6,5.78,11.6,36.0,62,20.1,32.3,405,11.9,7.3,29.2,55.9,10.1,3.8,1.0,1.1,2.0,0.4,0.1,0.0,79.2,37.6,39.0,1.2,19.1,72.5,38.8,31.7,8.6,35.7,3.1,11.8,14.8,1594,757,785,24,384,1459,781,638,173,718,62,237,298
Z09125,07/26/13,32.01,-24.76,4.6,5.66,11.4,35.0,62,20.2,32.7,408,11.7,7.7,40.9,42.6,7.1,8.9,0.5,1.9,2.0,0.3,0.4,0.0,78.7,40.8,35.9,1.0,20.8,71.9,41.5,28.5,8.4,38.5,3.3,10.9,14.2,1542,800,703,20,408,1409,813,558,165,754,65,214,278
Z09125,08/02/13,33.01,-23.75,4.2,5.74,11.6,35.2,61,20.3,33.1,387,11.5,7.4,36.8,47.3,7.6,7.3,1.0,1.5,2.0,0.3,0.3,0.0,77.8,37.0,41.1,1.1,21.1,70.4,38.1,30.6,11.6,35.4,2.7,11.5,14.2,1546,735,816,22,419,1399,757,608,230,703,54,228,282
Z09125,08/09/13,34.02,-22.75,5.3,5.77,11.6,35.7,62,20.1,32.5,345,11.9,8.2,33.5,51.1,6.3,8.5,0.6,1.8,2.7,0.3,0.5,0.0,81.6,37.5,42.4,1.2,17.3,73.9,38.7,33.2,10.5,36.4,2.3,10.6,12.8,2210,1016,1148,32,469,2001,1048,899,284,986,62,287,347
Z09125,08/16/13,35.02,-21.75,4.9,5.70,11.5,35.8,63,20.2,32.1,426,11.8,7.4,30.3,52.0,9.1,7.8,0.8,1.5,2.5,0.4,0.4,0.0,79.5,36.2,41.4,1.1,18.5,71.0,37.2,31.5,10.9,34.6,2.7,13.7,16.4,2026,922,1055,28,471,1809,948,803,278,882,69,349,418
Z09125,08/23/13,36.00,-20.76,4.7,5.66,11.5,35.5,63,20.3,32.5,418,11.6,7.3,29.7,55.3,8.3,5.7,1.0,1.4,2.6,0.4,0.3,0.0,82.3,37.0,43.5,1.3,17.4,74.5,38.4,34.8,10.0,35.3,3.0,14.7,17.7,2139,962,1131,34,452,1936,998,904,260,917,78,382,460
Z09125,08/30/13,37.00,-19.77,4.3,5.55,11.3,34.5,62,20.3,32.7,418,12.0,7.4,31.0,55.2,7.0,3.8,3.0,1.3,2.4,0.3,0.2,0.1,78.1,38.8,39.9,0.9,21.2,72.4,39.7,30.6,10.3,37.9,2.3,9.0,11.2,1854,921,947,21,503,1718,942,726,244,900,55,214,266
Z09125,09/06/13,38.01,-18.76,5.0,5.59,11.4,35.0,63,20.4,32.5,385,12.4,7.6,41.3,46.3,7.8,3.9,0.7,2.1,2.3,0.4,0.2,0.0,82.7,39.2,41.9,1.3,15.0,73.4,40.4,31.3,11.9,37.8,2.7,13.4,16.1,1915,907,970,30,347,1699,935,725,275,875,63,310,373
Z09125,09/13/13,39.00,-17.77,5.1,5.54,11.3,34.7,63,20.4,32.5,404,11.8,7.6,43.4,46.2,6.9,2.8,0.7,2.2,2.4,0.4,0.1,0.0,76.8,36.6,39.6,1.0,23.0,69.3,37.9,30.3,10.6,35.0,2.6,11.1,13.7,1810,862,933,24,542,1633,893,714,250,825,61,262,323
Z09125,09/20/13,40.01,-16.76,4.8,5.34,11.0,33.9,64,20.6,32.5,393,11.4,7.6,39.1,47.7,8.8,3.8,0.6,1.9,2.3,0.4,0.2,0.0,74.2,39.5,35.3,0.8,25.7,71.8,40.2,29.1,7.0,38.3,2.1,7.0,9.1,1699,904,808,18,588,1644,920,666,160,877,48,160,208
Z09125,09/27/13,41.00,-15.77,4.4,5.56,11.3,35.1,63,20.4,32.2,392,11.9,7.3,41.7,46.1,7.8,3.7,0.7,1.8,2.0,0.3,0.2,0.0,78.5,39.8,37.7,1.1,21.4,71.9,41.0,29.4,9.4,38.1,2.8,10.5,13.3,1592,807,765,22,434,1458,832,596,191,773,57,213,270
Z09125,10/04/13,42.00,-14.77,4.7,5.60,11.4,35.4,63,20.3,32.2,400,12.0,7.3,32.4,51.8,9.1,6.2,0.5,1.5,2.4,0.4,0.3,0.0,83.5,42.2,37.0,0.6,16.4,75.9,42.9,30.0,6.2,39.6,3.5,10.9,14.4,2033,1027,901,15,399,1848,1044,730,151,964,85,265,351
Z09125,10/11/13,43.00,-13.77,3.8,5.58,11.3,35.3,63,20.3,32.0,385,11.6,7.4,25.3,60.1,8.4,5.4,0.8,1.0,2.3,0.3,0.2,0.0,75.0,39.3,32.5,0.4,25.1,70.1,39.8,27.0,5.1,37.3,3.1,8.2,11.3,1713,898,742,9,573,1601,909,617,116,852,71,187,258
Z09125,10/18/13,44.00,-12.77,4.0,5.49,11.3,34.4,63,20.6,32.8,397,11.9,7.6,30.7,51.8,7.9,9.1,0.5,1.2,2.1,0.3,0.4,0.0,79.0,41.2,33.1,0.6,20.9,73.7,41.8,28.8,4.9,39.9,2.0,7.5,9.5,1637,854,686,12,433,1527,866,597,102,827,41,155,197
Z09125,11/08/13,47.00,-9.76,5.3,5.65,11.6,35.7,63,20.4,32.3,472,11.4,7.8,37.2,49.0,9.2,4.0,0.6,2.0,2.6,0.5,0.2,0.0,80.8,39.7,34.5,0.5,19.1,73.3,40.2,29.9,4.9,38.0,2.3,9.7,12.0,2098,1031,896,13,496,1904,1044,777,127,987,60,252,312
Z09125,11/22/13,49.00,-7.76,5.5,5.75,11.7,36.7,64,20.4,32.0,429,11.8,7.4,41.9,44.6,6.9,6.0,0.6,2.3,2.5,0.4,0.3,0.0,79.2,40.4,32.2,0.5,20.8,73.2,40.8,28.8,3.7,38.2,2.7,10.5,13.1,1943,991,790,12,510,1796,1001,706,91,937,66,258,321
Z09125,12/12/13,51.86,-4.91,5.1,5.80,11.9,36.9,64,20.5,32.2,339,10.9,7.6,35.1,49.2,8.7,6.5,0.5,1.8,2.5,0.4,0.3,0.0,78.4,37.3,33.8,0.4,21.4,70.7,37.5,29.5,4.4,35.5,2.0,10.7,13.1,1967,936,848,10,537,1774,941,740,110,891,51,268,329
Z09125,01/16/14,56.77,0.00,2.2,4.97,10.0,30.8,62,20.1,32.5,319,11.7,7.6,86.3,8.4,3.9,1.2,0.2,1.9,0.2,0.1,0.0,0.0,96.3,42.2,49.0,1.9,0.7,85.9,44.0,41.6,9.3,42.6,1.5,5.8,7.3,178,78,91,4,1,159,81,77,17,79,3,11,13
Z09125,01/24/14,58.01,1.24,0.3,3.77,7.6,22.7,60,20.1,33.3,40,10.9,8.1,6.8,72.3,6.0,2.3,12.6,0.0,0.2,0.0,0.0,0.0,98.9,39.0,56.3,2.3,0.1,96.4,41.2,55.5,3.0,37.6,4.0,15.8,19.7,215,85,122,5,0,209,89,120,7,82,9,34,43
Z09125,01/31/14,59.01,2.24,0.2,5.22,10.5,32.3,62,20.1,32.5,14,12.6,10.6,16.0,48.0,28.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,79.9,50.6,44.0,2.6,0.0,97.2,53.1,45.6,1.0,49.9,3.3,10.7,14.0,77,49,42,2,0,93,51,44,1,48,3,10,13
Z09125,02/07/14,60.01,3.24,1.3,6.44,13.3,41.6,65,20.6,31.9,59,12.8,8.4,60.0,16.0,24.0,0.0,0.0,0.8,0.2,0.3,0.0,0.0,97.0,49.1,40.2,2.4,0.4,90.7,51.4,39.6,2.9,38.0,13.6,17.1,30.7,202,102,84,5,1,189,107,82,6,79,28,36,64
Z09125,02/14/14,61.02,4.25,2.8,1.76,3.8,11.1,63,21.5,34.3,165,15.1,7.3,53.0,27.0,15.0,0.0,2.0,1.5,0.8,0.4,0.0,0.1,90.4,22.9,60.5,3.4,3.9,82.7,26.3,52.9,11.0,19.0,7.3,13.5,20.8,683,173,457,26,29,625,199,400,83,144,55,102,157
