Animal,Date,Weeks Post Infection,"Weeks Post ""Transplant""",WBC (Thou/ul),RBC (mil/ul),HGB    (G/dl),HCT        (%),MCV        (fl),MCH       (pg),MCHC (g/dL),PLT (Thou/ul),RDW (%),MPV (fl),Neut (%),Lymph (%),Mono (%),Eos (%),Baso (%),Neut (Thou/ul),Lymph (Thou/ul),Mono (Thou/ul),Eos (Thou/ul),Baso (Thou/ul),CD2+      (%),CD4+ / CD8- (%),CD8+ / CD4- (%),CD4+ / CD8+ (%),CD20+    (%),CD3+      (%),CD4+ / CD3+ (%),CD8+ / CD3+ (%),CD8+ / CD3- (%),CD4+ / CCR5-        (%),CD4+ / CCR5+     (%),CD4- / CCR5+     (%),Total CCR5+     (%),CD2+ (Cells/ul),CD4+ / CD8- (Cells/ul),CD8+ / CD4- (Cells/ul),CD4+ / CD8+ (Cells/ul),CD20+ (Cells/ul),CD3+ (Cells/ul),CD4+ / CD3+ (Cells/ul),CD8+ / CD3+ (Cells/ul),CD8+ / CD3- (Cells/ul),CD4+ / CCR5-        (Cells/ul),CD4+ / CCR5+     (Cells/ul),CD4- / CCR5+      (Cells/ul),Total CCR5+       (Cells/ul)
Z09087,06/08/12,3.99,-50.89,5.7,5.82,11.4,35.4,61,19.6,32.2,435,12.0,7.9,36.2,50.4,11.3,0.9,1.2,2.1,2.9,0.6,0.1,0.1,70.1,39.2,28.9,0.4,26.5,70.8,39.5,28.1,1.4,-,-,-,-,2014,1126,830,11,761,2034,1135,807,40,-,-,-,-
Z09087,06/15/12,4.99,-49.88,6.2,5.98,11.5,36.3,61,19.2,31.6,383,12.5,7.6,53.0,35.3,9.6,0.8,1.3,3.3,2.2,0.6,0.0,0.1,80.6,38.3,38.6,0.5,16.2,79.3,38.6,35.1,4.1,-,-,-,-,1764,838,845,11,355,1736,845,768,90,-,-,-,-
Z09087,06/22/12,5.99,-48.89,5.0,5.81,11.3,35.4,61,19.4,31.8,393,12.7,8.3,47.1,44.3,6.8,0.8,1.0,2.4,2.2,0.3,0.0,0.1,75.4,37.9,34.9,0.5,21.7,75.9,38.2,33.6,2.0,-,-,-,-,1670,839,773,11,481,1681,846,744,44,-,-,-,-
Z09087,06/29/12,7.01,-47.87,5.8,5.97,11.6,36.2,61,19.5,32.2,410,12.6,7.7,36.6,51.8,8.8,1.7,1.1,2.1,3.0,0.5,0.1,0.1,82.1,40.2,37.4,0.5,16.2,82.1,40.5,36.6,2.2,-,-,-,-,2467,1208,1124,15,487,2467,1217,1100,66,-,-,-,-
Z09087,07/06/12,8.00,-46.87,5.4,5.84,11.4,35.2,60,19.5,32.3,366,12.3,7.6,51.9,38.7,6.8,1.5,1.1,2.8,2.1,0.4,0.1,0.1,81.3,41.7,35.1,0.7,17.8,80.4,42.3,33.8,2.2,-,-,-,-,1699,871,734,15,372,1680,884,706,46,-,-,-,-
Z09087,07/13/12,9.00,-45.87,5.1,5.83,11.2,35.5,61,19.2,31.5,395,12.3,7.3,50.5,39.9,7.8,0.9,0.9,2.6,2.0,0.4,0.0,0.0,81.4,38.3,38.6,0.7,17.9,79.9,38.9,36.4,3.3,-,-,-,-,1656,779,785,14,364,1626,792,741,67,-,-,-,-
Z09087,07/20/12,9.99,-44.89,5.4,5.67,11.0,34.3,60,19.4,32.0,385,12.2,7.3,39.1,48.1,11.0,0.8,1.0,2.1,2.6,0.6,0.0,0.1,79.3,33.9,41.2,1.0,19.8,76.5,34.8,38.6,4.2,-,-,-,-,2060,881,1070,26,514,1987,904,1003,109,-,-,-,-
Z09087,07/27/12,11.01,-43.87,5.3,5.55,10.3,33.1,60,18.6,31.2,359,11.2,7.7,43.2,46.2,9.2,0.4,1.0,2.3,2.4,0.5,0.0,0.1,82.3,34.7,42.6,0.7,17.3,75.6,35.3,35.8,7.5,-,-,-,-,2015,850,1043,17,424,1851,864,877,184,-,-,-,-
Z09087,08/03/12,12.00,-42.88,6.5,5.65,10.6,33.4,59,18.7,31.6,161,11.7,9.6,45.8,42.1,9.5,1.4,1.2,3.0,2.7,0.6,0.1,0.1,81.6,30.6,45.6,0.5,17.5,72.8,30.9,37.9,8.3,-,-,-,-,2233,837,1248,14,479,1992,846,1037,227,-,-,-,-
Z09087,08/10/12,13.00,-41.88,4.8,5.78,10.9,34.5,60,18.8,31.5,229,12.3,8.1,42.4,45.2,10.6,1.0,0.8,2.0,2.2,0.5,0.0,0.0,79.9,36.6,39.4,0.6,18.4,76.5,36.8,35.6,4.5,-,-,-,-,1734,794,855,13,399,1660,798,772,98,-,-,-,-
Z09087,08/17/12,14.00,-40.87,5.4,5.69,10.8,34.0,60,19.0,31.9,299,11.9,7.9,41.8,44.3,11.6,1.2,1.1,2.3,2.4,0.6,0.1,0.1,79.3,29.1,45.1,0.5,19.0,72.6,29.6,38.2,7.4,-,-,-,-,1897,696,1079,12,455,1737,708,914,177,-,-,-,-
Z09087,08/24/12,14.99,-39.89,5.2,5.92,11.2,35.2,59,19.0,31.9,325,12.1,7.9,39.5,48.4,10.0,1.0,1.1,2.1,2.5,0.5,0.1,0.1,83.0,34.6,44.0,0.6,15.5,77.7,34.8,38.5,6.3,-,-,-,-,2089,871,1107,15,390,1956,876,969,159,-,-,-,-
Z09087,09/07/12,16.99,-37.89,5.6,6.22,11.7,37.9,61,18.9,31.0,307,13.0,7.8,47.4,41.4,9.3,0.9,1.0,2.7,2.3,0.5,0.1,0.1,73.6,36.4,32.8,0.5,25.1,72.6,36.9,30.8,3.0,-,-,-,-,1706,844,760,12,582,1683,855,714,70,-,-,-,-
Z09087,09/21/12,18.99,-35.89,4.5,6.32,11.8,38.5,61,18.6,30.6,285,13.2,7.6,52.7,35.9,9.5,0.8,1.1,2.4,1.6,0.4,0.0,0.0,74.8,33.0,36.6,0.6,22.4,72.2,33.6,32.3,5.0,-,-,-,-,1208,533,591,10,362,1166,543,522,81,-,-,-,-
Z09087,10/05/12,20.99,-33.89,4.7,6.27,11.6,37.3,60,18.4,30.9,252,13.7,7.9,49.5,38.6,9.2,0.9,1.8,2.3,1.8,0.4,0.0,0.1,76.0,32.4,38.2,0.5,23.6,71.5,33.0,33.2,5.2,-,-,-,-,1379,588,693,9,428,1297,599,602,94,-,-,-,-
Z09087,10/12/12,22.01,-32.86,6.4,6.17,11.6,36.9,60,18.8,31.4,189,13.9,8.3,59.4,28.9,10.2,0.7,0.8,3.8,1.8,0.7,0.0,0.1,74.6,30.1,41.9,1.0,22.8,68.5,31.0,34.0,8.8,-,-,-,-,1380,557,775,18,422,1267,573,629,163,-,-,-,-
Z09087,10/26/12,24.02,-30.85,5.5,5.91,11.0,35.0,59,18.5,31.3,202,12.5,7.8,55.7,30.7,11.9,0.9,0.8,3.1,1.7,0.7,0.0,0.0,75.3,27.4,42.9,0.9,22.5,67.4,28.2,35.9,7.9,-,-,-,-,1271,463,724,15,380,1138,476,606,133,-,-,-,-
Z09087,11/09/12,26.02,-28.85,7.6,6.30,11.7,37.8,60,18.6,31.1,200,12.3,7.8,68.7,19.5,10.2,0.7,0.9,5.2,1.5,0.8,0.1,0.1,73.6,27.0,42.8,0.9,21.5,67.8,27.8,34.6,9.2,-,-,-,-,1091,400,634,13,319,1005,412,513,136,-,-,-,-
Z09087,11/21/12,27.71,-27.16,8.1,6.28,11.7,38.1,61,18.6,30.7,187,12.6,7.6,55.8,35.5,6.6,1.5,0.6,4.5,2.9,0.5,0.1,0.0,76.8,26.1,43.1,0.7,23.1,68.2,26.8,37.4,7.1,-,-,-,-,2208,751,1239,20,664,1961,771,1075,204,-,-,-,-
Z09087,11/26/12,28.44,-26.43,9.3,6.07,11.4,37.2,61,18.8,30.7,146,13.0,7.9,65.2,26.1,6.8,1.0,0.9,6.1,2.4,0.6,0.1,0.1,76.3,32.0,38.8,1.2,20.7,68.9,33.0,31.9,8.2,-,-,-,-,1852,777,942,29,502,1672,801,774,199,-,-,-,-
Z09087,11/29/12,28.86,-26.02,7.1,6.01,11.4,37.2,62,19.0,30.7,148,12.6,7.6,37.9,52.4,7.2,1.7,0.8,2.7,3.7,0.5,0.1,0.1,77.3,29.5,42.8,0.7,22.7,70.3,30.3,36.4,7.1,-,-,-,-,2876,1098,1592,26,845,2615,1127,1354,264,-,-,-,-
Z09087,12/07/12,30.00,-24.87,7.2,5.92,11.1,36.5,62,18.8,30.5,463,11.9,7.3,45.2,45.9,6.5,1.7,0.7,3.3,3.3,0.5,0.1,0.1,81.4,30.3,46.9,0.8,18.6,78.1,31.1,43.6,4.0,-,-,-,-,2690,1001,1550,26,615,2581,1028,1441,132,-,-,-,-
Z09087,12/14/12,31.00,-23.88,8.3,5.60,11.0,33.9,61,19.6,32.4,362,12.4,7.7,58.9,32.9,6.3,1.3,0.6,4.9,2.7,0.5,0.1,0.0,80.7,30.1,44.8,0.3,19.1,70.7,30.4,36.7,8.9,-,-,-,-,2204,822,1223,8,522,1931,830,1002,243,-,-,-,-
Z09087,12/21/12,32.01,-22.87,11.6,5.70,11.1,34.7,61,19.5,32.0,470,12.0,7.8,60.2,31.7,6.0,1.3,0.8,7.0,3.7,0.7,0.2,0.1,84.2,28.4,49.4,0.5,15.5,73.4,28.7,40.6,8.9,-,-,-,-,3096,1044,1817,18,570,2699,1055,1493,327,-,-,-,-
Z09087,12/28/12,33.00,-21.88,7.0,5.80,11.4,36.0,62,19.6,31.6,438,12.3,8.3,37.2,54.5,6.5,1.1,0.7,2.6,3.8,0.5,0.1,0.0,79.4,31.0,43.4,0.6,20.5,72.4,31.7,37.5,6.2,-,-,-,-,3029,1183,1656,23,782,2762,1209,1431,237,-,-,-,-
Z09087,01/04/13,34.01,-20.86,7.0,5.97,11.6,37.3,62,19.5,31.1,493,12.0,7.9,43.8,46.9,6.9,1.7,0.7,3.1,3.3,0.5,0.1,0.0,78.3,31.2,41.7,0.6,20.4,72.3,31.7,35.8,6.4,-,-,-,-,2571,1024,1369,20,670,2374,1041,1175,210,-,-,-,-
Z09087,01/11/13,35.02,-19.86,5.7,5.90,11.6,36.8,62,19.8,31.7,394,12.7,8.2,28.7,60.9,8.1,1.7,0.6,1.6,3.5,0.5,0.1,0.0,76.9,30.8,42.6,0.7,23.0,72.7,31.5,37.4,6.0,-,-,-,-,2669,1069,1479,24,798,2524,1093,1298,208,-,-,-,-
Z09087,01/18/13,35.99,-18.88,4.8,5.83,11.6,36.5,63,19.9,31.8,417,12.1,8.2,27.4,66.2,4.7,1.1,0.6,1.3,3.2,0.2,0.1,0.0,85.5,34.7,45.9,0.5,14.3,75.5,35.3,37.3,8.5,-,-,-,-,2717,1103,1459,16,454,2399,1122,1185,270,-,-,-,-
Z09087,01/25/13,36.99,-17.88,5.2,5.99,12.1,37.7,63,20.2,31.1,411,12.1,8.6,27.8,64.6,5.9,0.9,0.8,1.4,3.4,0.3,0.0,0.0,82.8,39.7,38.3,0.5,17.1,80.2,40.2,36.3,2.8,-,-,-,-,2781,1334,1287,17,574,2694,1350,1219,94,-,-,-,-
Z09087,02/01/13,38.01,-16.86,4.4,5.93,11.8,37.0,62,19.9,32.0,400,11.9,8.6,32.4,61.0,5.1,0.8,0.7,1.4,2.7,0.2,0.0,0.0,85.4,39.4,39.4,0.9,13.4,80.5,40.3,35.9,4.5,-,-,-,-,2292,1057,1057,24,360,2161,1082,964,121,-,-,-,-
Z09087,02/08/13,38.91,-15.96,5.5,6.07,12.1,38.0,63,20.0,31.8,407,12.1,8.3,21.2,72.5,5.0,0.6,0.7,1.2,4.0,0.3,0.0,0.0,81.9,36.7,41.4,1.0,17.2,77.6,37.8,36.4,6.0,-,-,-,-,3266,1463,1651,40,686,3094,1507,1451,239,-,-,-,-
Z09087,02/15/13,39.99,-14.88,7.8,5.90,11.9,37.4,63,20.2,31.8,368,13.4,8.1,45.7,48.0,5.0,0.7,0.6,3.6,3.7,0.4,0.1,0.0,83.1,38.3,38.3,0.8,16.9,75.9,39.5,32.8,6.2,-,-,-,-,3111,1434,1434,30,633,2842,1479,1228,232,-,-,-,-
Z09087,02/22/13,41.01,-13.86,5.4,5.86,11.9,36.7,63,20.3,32.4,420,12.0,8.6,36.7,55.0,6.5,0.7,1.1,2.0,3.0,0.4,0.0,0.1,79.0,38.7,35.5,0.7,19.2,75.1,39.4,31.2,5.0,-,-,-,-,2346,1149,1054,21,570,2230,1170,927,149,-,-,-,-
Z09087,03/01/13,42.00,-12.87,7.2,6.02,11.9,38.2,63,19.9,31.3,451,12.3,8.2,34.4,58.8,5.3,0.9,0.6,2.5,4.2,0.4,0.1,0.0,81.5,37.7,40.4,1.0,17.4,79.1,38.7,36.4,5.0,-,-,-,-,3450,1596,1710,42,737,3349,1638,1541,212,-,-,-,-
Z09087,03/08/13,43.00,-11.87,7.4,5.74,11.6,36.3,63,20.2,32.1,428,11.7,8.2,54.5,39.7,4.1,1.1,0.6,4.0,2.9,0.3,0.1,0.0,81.0,37.2,37.4,0.6,18.8,75.3,38.0,33.2,4.8,-,-,-,-,2380,1093,1099,18,552,2212,1116,975,141,-,-,-,-
Z09087,03/22/13,44.99,-9.88,5.5,5.91,11.9,36.8,62,20.2,32.4,522,11.9,7.9,23.8,69.9,5.1,0.6,0.6,1.3,3.8,0.3,0.0,0.0,84.7,39.3,40.8,0.5,15.2,78.1,39.8,34.7,6.5,-,-,-,-,3256,1511,1569,19,584,3003,1530,1334,250,-,-,-,-
Z09087,04/05/13,47.01,-7.87,6.4,6.17,12.7,39.1,63,20.6,32.6,378,11.9,8.6,31.0,59.0,7.6,1.1,1.3,2.0,3.8,0.5,0.1,0.1,82.4,40.9,37.2,0.7,16.4,80.8,41.5,34.6,3.3,-,-,-,-,3111,1544,1405,26,619,3051,1567,1306,125,-,-,-,-
Z09087,04/19/13,49.01,-5.86,7.3,6.03,12.4,38.2,63,20.5,32.4,393,12.4,8.3,35.3,56.9,6.1,1.1,0.6,2.6,4.2,0.4,0.1,0.0,78.9,38.2,37.2,0.8,20.5,76.1,39.0,32.4,5.6,-,-,-,-,3277,1587,1545,33,852,3161,1620,1346,233,-,-,-,-
Z09087,05/30/13,54.88,0.00,7.5,5.98,12.5,38.1,64,20.8,32.7,380,12.2,7.9,31.6,56.8,9.6,0.9,1.1,2.4,4.3,0.7,0.1,0.1,71.4,31.4,36.9,1.1,26.0,66.5,32.4,30.5,7.5,-,-,-,-,3042,1338,1572,47,1108,2833,1380,1299,320,-,-,-,-
Z09087,06/07/13,56.00,1.12,7.4,5.86,12.2,37.5,64,20.8,32.5,383,12.0,7.9,23.6,66.0,8.7,0.9,0.8,1.7,4.9,0.6,0.1,0.1,73.6,36.6,33.7,0.9,25.2,71.0,37.5,29.9,4.7,34.8,2.8,9.5,10.6,3595,1788,1646,44,1231,3468,1832,1460,230,1700,137,464,518
Z09087,06/14/13,57.01,2.13,9.7,5.84,12.1,37.4,64,20.7,32.3,381,12.0,7.9,27.2,64.4,6.7,0.8,0.9,2.6,6.2,0.6,0.1,0.1,73.2,35.2,34.6,0.6,26.4,70.5,35.7,31.0,4.2,34.1,1.7,6.6,8.3,4573,2199,2161,37,1649,4404,2230,1937,262,2130,106,412,518
Z09087,06/21/13,58.01,3.13,8.1,5.84,12.1,37.7,65,20.8,32.1,402,12.0,8.2,27.7,62.6,7.6,1.2,0.9,2.2,5.1,0.6,0.1,0.1,75.0,33.1,37.6,0.7,22.1,68.8,33.8,30.9,7.4,32.0,1.8,8.0,9.8,3803,1678,1907,35,1121,3489,1714,1567,375,1623,91,406,497
Z09087,07/05/13,60.00,5.13,7.3,6.04,12.6,38.9,64,20.8,32.4,385,12.0,7.9,20.4,70.8,7.2,0.7,0.9,1.5,5.2,0.5,0.1,0.1,73.9,34.9,35.7,0.8,22.0,69.5,35.6,29.9,6.6,33.6,2.1,6.9,9.0,3819,1804,1845,41,1137,3592,1840,1545,341,1737,109,357,465
Z09087,07/19/13,62.00,7.13,5.8,5.83,12.3,38.4,66,21.2,32.2,411,11.9,7.9,24.1,67.4,5.9,1.7,0.9,1.4,3.9,0.3,0.1,0.1,76.6,37.6,35.1,0.7,22.7,71.6,38.3,29.8,6.0,35.5,2.8,8.1,10.9,2994,1470,1372,27,887,2799,1497,1165,235,1388,109,317,426
Z09087,07/25/13,62.83,7.95,7.5,5.79,12.1,38.2,66,20.9,31.7,390,11.3,8.1,30.2,59.1,8.7,1.0,1.0,2.3,4.4,0.7,0.1,0.1,77.9,34.0,40.4,0.5,22.1,72.3,34.5,34.0,6.8,32.3,2.2,9.7,11.8,3453,1507,1791,22,980,3205,1529,1507,301,1432,98,430,523
Z09087,08/02/13,64.01,9.14,5.8,5.58,11.6,36.2,65,20.8,32.0,476,11.7,7.8,38.2,50.8,8.7,0.9,1.4,2.2,2.9,0.5,0.1,0.1,79.9,33.5,42.4,0.6,19.4,71.8,34.0,33.4,9.5,31.3,2.8,10.8,13.6,2354,987,1249,18,572,2116,1002,984,280,922,82,318,401
Z09087,08/09/13,65.02,10.14,7.2,5.58,11.8,36.7,66,21.1,32.0,384,11.6,7.8,35.1,55.6,7.6,0.8,0.9,2.5,4.0,0.5,0.1,0.1,81.4,38.4,38.4,0.8,17.9,75.0,39.2,32.9,6.3,36.5,2.7,10.3,13.0,3259,1537,1537,32,717,3002,1569,1317,252,1461,108,412,520
Z09087,08/16/13,66.02,11.14,9.7,5.80,12.1,38.0,66,20.8,31.7,388,11.1,7.9,34.2,52.8,11.4,0.5,1.1,3.3,5.1,1.1,0.0,0.1,74.8,33.6,39.5,0.7,22.2,70.2,34.2,33.0,7.2,32.3,2.0,9.9,11.9,3831,1721,2023,36,1137,3595,1752,1690,369,1654,102,507,609
Z09087,08/23/13,67.00,12.13,10.3,5.76,12.1,38.1,66,21.0,31.8,356,11.8,7.9,42.6,48.4,7.5,0.6,0.9,4.4,5.0,0.8,0.1,0.1,76.0,31.5,41.0,0.6,24.1,70.0,32.1,35.2,6.4,30.5,1.6,7.4,9.0,3789,1570,2044,30,1201,3490,1600,1755,319,1520,80,369,449
Z09087,08/30/13,68.00,13.13,8.8,5.68,11.9,36.8,65,20.9,32.3,368,11.6,7.9,34.8,54.7,7.4,1.0,2.1,3.1,4.8,0.7,0.1,0.2,81.5,37.9,39.1,0.5,18.5,76.6,38.6,34.7,4.9,36.0,2.4,8.6,11.1,3923,1824,1882,24,891,3687,1858,1670,236,1733,116,414,534
Z09087,09/27/13,72.00,17.12,7.9,5.57,11.9,37.0,66,21.4,32.2,426,11.1,7.8,31.2,59.9,6.9,1.1,0.9,2.5,4.7,0.5,0.1,0.1,75.8,33.8,36.0,0.5,24.2,70.6,34.6,32.0,4.5,32.1,2.2,8.3,10.5,3587,1599,1704,24,1145,3341,1637,1514,213,1519,104,393,497
Z09087,10/04/13,73.00,18.12,6.0,5.73,12.0,37.2,65,21.0,32.3,388,11.5,7.9,30.8,58.8,7.1,2.5,0.8,1.8,3.5,0.4,0.2,0.0,78.0,40.1,31.5,0.4,22.0,74.0,40.4,28.4,4.3,37.5,3.1,8.1,11.2,2752,1415,1111,14,776,2611,1425,1002,152,1323,109,286,395
Z09087,10/11/13,74.00,19.13,8.0,5.89,12.3,38.9,66,20.9,31.7,289,11.7,8.6,32.9,59.0,5.5,1.8,0.8,2.6,4.7,0.4,0.1,0.1,76.6,36.1,34.7,0.2,23.5,72.2,36.4,30.5,2.8,34.4,2.7,8.0,10.7,3616,1704,1638,9,1109,3408,1718,1440,132,1624,127,378,505
Z09087,10/18/13,75.00,20.13,6.9,5.79,12.1,38.0,66,20.9,31.9,390,11.8,8.2,27.7,63.8,6.5,1.3,0.7,1.9,4.4,0.4,0.1,0.0,80.4,38.7,35.9,0.3,19.4,77.0,39.0,33.5,2.7,36.9,2.2,9.8,12.0,3539,1704,1580,13,854,3390,1717,1475,119,1624,97,431,528
Z09087,10/25/13,76.00,21.13,6.0,5.79,12.0,37.5,65,20.8,32.0,375,11.4,8.6,33.8,56.3,7.8,1.4,0.7,2.0,3.4,0.5,0.1,0.0,81.6,36.5,38.3,0.3,18.3,73.9,36.8,31.9,6.5,33.8,3.1,10.4,13.5,2756,1233,1294,10,618,2496,1243,1078,220,1142,105,351,456
Z09087,11/01/13,77.01,22.13,7.2,5.72,12.0,38.0,67,21.1,31.6,377,11.3,8.2,33.0,56.9,8.6,0.7,0.8,2.4,4.1,0.6,0.1,0.1,79.3,37.5,35.8,0.2,20.5,75.3,37.6,33.2,2.8,35.5,2.3,8.3,10.6,3249,1536,1467,8,840,3085,1540,1360,115,1454,94,340,434
Z09087,11/08/13,78.00,23.13,8.7,5.79,12.2,38.2,66,21.1,32.0,410,11.5,8.3,45.9,45.0,6.8,1.3,1.0,4.0,3.9,0.6,0.1,0.1,80.6,36.8,37.9,0.3,19.2,75.8,37.0,34.1,4.0,34.4,2.7,8.8,11.5,3155,1441,1484,12,752,2968,1449,1335,157,1347,106,345,450
Z09087,11/15/13,79.01,24.13,6.0,5.89,12.4,38.5,65,21.1,32.2,421,11.0,8.2,26.5,66.0,5.8,1.1,0.6,1.6,4.0,0.3,0.1,0.0,78.2,36.9,35.3,0.1,21.3,73.4,37.0,31.0,4.3,34.8,2.3,7.5,9.8,3097,1461,1398,4,843,2907,1465,1228,170,1378,91,297,388
Z09087,11/22/13,80.00,25.13,4.9,5.98,12.2,39.2,66,20.4,31.2,321,10.9,8.3,31.4,55.1,10.9,1.4,1.2,1.5,2.7,0.5,0.1,0.1,81.9,38.8,35.3,0.2,17.9,76.8,38.8,32.1,3.4,37.0,2.3,10.3,12.5,2211,1048,953,5,483,2074,1048,867,92,999,62,278,337
Z09087,12/06/13,81.99,27.12,7.1,6.13,12.5,39.7,65,20.4,31.5,207,11.1,8.8,42.7,45.4,9.0,1.9,1.0,3.0,3.2,0.6,0.1,0.1,71.4,26.3,39.6,0.2,28.5,67.4,26.4,36.3,3.5,24.1,2.4,16.2,18.6,2302,848,1276,6,919,2173,851,1170,113,777,77,522,600
Z09087,12/13/13,83.00,28.13,5.9,6.07,12.1,38.5,63,20.0,31.5,231,11.2,8.8,47.7,42.2,8.4,1.0,0.7,2.8,2.5,0.5,0.1,0.0,71.7,28.8,37.5,0.2,28.1,68.6,28.9,35.0,2.5,26.0,3.1,13.1,16.2,1785,717,934,5,700,1708,720,871,62,647,77,326,403
Z09087,12/27/13,85.02,30.14,5.6,6.17,12.2,38.8,63,19.8,31.4,187,12.3,8.8,40.2,47.4,9.7,1.9,0.8,2.3,2.7,0.5,0.1,0.0,68.8,25.7,39.0,0.5,29.7,65.1,26.2,35.0,4.5,22.5,3.8,13.3,17.1,1826,682,1035,13,788,1728,695,929,119,597,101,353,454
Z09087,01/03/14,85.99,31.12,4.3,6.03,11.9,37.3,62,19.7,31.8,241,12.0,9.1,30.3,60.6,7.2,1.1,0.8,1.3,2.6,0.3,0.0,0.0,82.5,28.9,48.4,0.4,16.9,76.1,29.1,43.4,5.4,26.0,3.6,17.3,20.9,2150,753,1261,10,440,1983,758,1131,141,678,94,451,545
Z09087,01/10/14,87.01,32.13,6.3,6.27,12.1,38.7,62,19.3,31.2,288,11.8,8.7,51.2,40.0,7.1,1.2,0.5,3.2,2.5,0.4,0.1,0.0,79.1,25.3,50.6,0.6,20.7,76.8,25.8,48.1,2.9,22.4,3.6,15.7,19.3,1993,638,1275,15,522,1935,650,1212,73,564,91,396,486
