Animal,Date,Weeks Post Infection,"Weeks Post ""Transplant""",WBC (Thou/ul),RBC (mil/ul),HGB    (G/dl),HCT        (%),MCV        (fl),MCH       (pg),MCHC (g/dL),PLT (Thou/ul),RDW (%),MPV (fl),Neut (%),Lymph (%),Mono (%),Eos (%),Baso (%),Neut (Thou/ul),Lymph (Thou/ul),Mono (Thou/ul),Eos (Thou/ul),Baso (Thou/ul),CD2+      (%),CD4+ / CD8- (%),CD8+ / CD4- (%),CD4+ / CD8+ (%),CD20+    (%),CD3+      (%),CD4+ / CD3+ (%),CD8+ / CD3+ (%),CD8+ / CD3- (%),CD4+ / CCR5-        (%),CD4+ / CCR5+     (%),CD4- / CCR5+     (%),Total CCR5+     (%),CD2+ (Cells/ul),CD4+ / CD8- (Cells/ul),CD8+ / CD4- (Cells/ul),CD4+ / CD8+ (Cells/ul),CD20+ (Cells/ul),CD3+ (Cells/ul),CD4+ / CD3+ (Cells/ul),CD8+ / CD3+ (Cells/ul),CD8+ / CD3- (Cells/ul),CD4+ / CCR5-        (Cells/ul),CD4+ / CCR5+     (Cells/ul),CD4- / CCR5+      (Cells/ul),Total CCR5+       (Cells/ul)
Z09192,06/27/14,80.00,5973.94,6.8,5.32,11.5,35.7,67,21.5,32.1,488,13.2,8.6,38.8,54.0,4.7,2.1,0.4,2.6,3.7,0.3,0.1,0.0,78.2,31.2,43.2,1.7,21.5,77.1,32.9,41.9,3.3,29.7,3.3,9.6,12.9,2872,1146,1586,62,789,2831,1208,1539,121,1091,121,353,474
Z09192,07/03/14,80.86,5974.81,5.6,5.23,11.5,35.1,67,22.0,32.8,487,12.6,8.4,19.5,73.2,5.0,1.7,0.6,1.1,4.1,0.3,0.1,0.0,78.1,31.1,42.7,1.7,21.7,76.6,32.8,41.4,3.3,29.4,3.4,10.3,13.7,3201,1275,1750,70,890,3140,1345,1697,135,1205,139,422,562
Z09192,07/11/14,82.00,5975.94,5.6,4.83,11.2,33.4,69,23.1,33.4,466,12.9,8.3,26.3,64.3,6.2,2.6,0.6,1.5,3.6,0.3,0.1,0.0,78.2,32.9,41.3,1.5,21.3,77.1,34.4,40.0,3.2,30.5,4.0,9.2,13.2,2816,1185,1487,54,767,2776,1239,1440,115,1098,144,331,475
Z09192,07/18/14,83.00,5976.95,7.2,4.89,11.1,33.2,68,22.8,33.5,478,12.7,8.3,35.1,53.2,8.7,2.1,0.9,2.5,3.8,0.6,0.2,0.1,71.1,29.8,39.2,1.9,23.2,71.1,31.5,38.2,2.8,29.6,2.2,6.1,8.3,2723,1141,1502,73,889,2723,1207,1463,107,1134,84,234,318
Z09192,07/25/14,84.01,5977.95,5.8,5.24,11.0,34.2,65,21.0,32.2,571,12.7,8.6,19.1,72.2,5.8,1.9,1.0,1.1,4.2,0.3,0.1,0.1,74.5,27.3,42.3,1.6,25.3,72.6,28.8,41.1,3.1,24.6,4.3,13.6,17.9,3120,1143,1771,67,1059,3040,1206,1721,130,1030,180,570,750
Z09192,08/01/14,85.00,5978.95,7.2,5.34,11.0,34.9,65,20.6,31.5,572,13.2,8.4,27.7,64.1,5.2,2.4,0.6,2.0,4.6,0.4,0.2,0.0,74.1,28.1,43.2,2.0,23.5,73.5,30.0,42.2,3.0,26.9,3.3,10.3,13.6,3420,1297,1994,92,1085,3392,1385,1948,138,1241,152,475,628
Z09192,08/08/14,86.00,5979.94,6.5,5.53,11.2,36.0,65,20.2,31.0,457,13.3,8.6,25.1,67.9,5.1,1.1,0.8,1.6,4.4,0.3,0.1,0.1,77.1,27.7,44.5,1.9,22.4,75.0,29.6,43.6,3.0,26.2,3.5,11.3,14.9,3403,1223,1964,84,989,3310,1306,1924,132,1156,154,499,658
Z09192,08/15/14,86.91,5980.86,5.9,5.68,11.6,36.6,65,20.5,31.7,451,12.9,8.6,23.6,66.6,5.4,3.8,0.6,1.4,3.9,0.3,0.2,0.0,72.2,28.7,41.4,1.7,23.8,71.3,30.2,39.3,3.8,26.6,3.8,13.4,17.2,2837,1128,1627,67,935,2802,1187,1544,149,1045,149,527,676
Z09192,08/22/14,88.00,5981.95,5.5,5.80,11.8,37.6,65,20.3,31.4,452,13.8,8.4,18.9,73.3,5.1,2.2,0.5,1.0,4.0,0.3,0.1,0.0,75.2,26.7,44.7,1.6,24.6,74.0,28.3,43.3,3.3,25.1,3.3,10.8,14.1,3032,1076,1802,65,992,2983,1141,1746,133,1012,133,435,568
Z09192,08/29/14,89.00,5982.95,6.6,5.68,11.7,36.6,64,20.5,31.9,461,13.8,8.6,36.8,54.4,5.4,2.8,0.6,2.4,3.6,0.4,0.2,0.0,77.9,29.1,45.4,1.7,22.1,77.0,30.7,44.3,3.1,27.7,3.1,9.7,12.8,2797,1045,1630,61,793,2765,1102,1591,111,995,111,348,460
Z09192,09/05/14,90.00,5983.95,4.5,5.54,11.2,35.7,64,20.2,31.4,463,14.1,8.4,24.7,66.6,6.0,2.0,0.7,1.1,3.0,0.3,0.1,0.0,77.3,26.8,45.9,1.9,21.2,74.0,28.6,43.6,4.2,23.8,4.9,14.6,19.5,2317,803,1376,57,635,2218,857,1307,126,713,147,438,584
Z09192,09/12/14,91.01,5984.95,6.6,5.81,12.0,38.1,65,20.5,31.6,483,14.3,8.6,25.1,67.3,5.1,1.7,0.8,1.7,4.4,0.3,0.1,0.1,74.8,27.1,44.9,3.0,19.8,73.8,30.0,43.6,4.3,25.6,4.4,14.0,18.4,3322,1204,1994,133,879,3278,1333,1937,191,1137,195,622,817
Z09192,10/22/14,96.72,5990.67,5.6,5.61,11.6,36.0,64,20.7,32.2,425,14.4,8.3,30.0,60.1,6.8,2.3,0.8,1.7,3.4,0.4,0.1,0.0,76.2,30.4,41.9,1.3,23.6,73.9,31.7,40.0,3.5,28.2,3.5,9.2,12.7,2565,1023,1410,44,794,2487,1067,1346,118,949,118,310,427
